domain,survivor_id,survivor_name,survivor_reason,loser_id,loser_name,loser_people
webermetals.com,50844,"Weber Metals, Inc.",has Company Research,68758,Weber Metals Inc,1
weeksmarine.com,47407,Weeks Marine Inc,most people (3),68794,Weeks Marine Inc,1
wellsve.com,67229,Wells VE,most people (6),1663,Wells Vehicle Electronics,3
wenzelamerica.com,3972,WENZEL America,most people (1),66798,WENZEL America,1
wenzlau.com,66638,"Wenzlau Engineering, Inc.",has Company Research,7532,Wenzlau Engineering,1
werfen.com,1683,WerfenLife,most people (3),50676,Werfen,1
werfen.com,1683,WerfenLife,most people (3),50682,Werfen North America,1
whittinghillaerospace.com,352,Whittinghill Aerospace,most people (1),68827,Whittinghill Aerospace,1
wilcoxind.com,33665,Wilcox Industries,has Company Research,66964,Wilcox Industries,3
winsupplyinc.com,3047,Winsupply,most people (3),17668,Winsupply Inc.,1
wisk.aero,62216,Wisk,has Company Research,13659,Wisk Aero LLC,11
wisk.aero,62216,Wisk,has Company Research,66937,Wisk Aero,12
wolf.eu,63804,WOLF GmbH,most people (1),68065,Wolf,1
woodward.com,14261,Woodward,has Company Research,37079,"Woodward, Inc.",11
woodward.com,14261,Woodward,has Company Research,67377,Woodward,6
worldview.space,52904,World View,has Company Research,29327,World View Enterprises,3
wsteelinc.com,11650,Western Steel,most people (2),23505,WESTERN STEEL & SUPPLY INC,2
wwpbeauty.com,6341,WWP,most people (2),59953,WWP Beauty,1
wwtco.com,13945,WWT International,most people (1),18429,WWT International,1
x-energy.com,3118,X-Energy,has Company Research,67269,X-energy,5
xcomsystems.com,36729,X-COM Systems,has Company Research,68747,X-COM Systems,1
xpel.com,62227,XPEL,most people (3),20075,XPEL,1
yakima.com,35034,Yakima Navigation Systems,most people (2),66402,Yakima Products,2
yamasausa.com,10648,Yamasa USA,most people (1),22684,Yamasa USA,1
yoshimura-rd.com,23058,YOSHIMURA RACING,most people (1),23578,YOSHIMURA R&D OF AMERICA,1
yulista.com,4232,Yulista Holdings,has Company Research,17638,Yulista Holding LLC,2
yulista.com,4232,Yulista Holdings,has Company Research,65450,Yulista Aviation,1
zeiss.com,14163,ZEISS Group,most people (44),68764,ZEISS Group,1
zennerusa.com,14168,Zenner USA,most people (5),67572,ZENNER USA,1
zenopower.com,69270,Zeno Power,has Company Research,60993,Zeno Power,2
zepherinc.com,68835,ZEPHER,has Company Research,12597,Zepher,1
zeromotorcycles.com,12081,Zero Motorcycles,most people (44),67955,Zero Motorcycles,2
zevtechnologies.com,13957,ZEV Technologies,most people (6),69316,ZEV Technologies,0
zim.aero,36732,ZIM Aircraft Cabin Solutions,most people (12),67072,ZIM Flugsitz,1
zimmerbiomet.com,11245,Zimmer Biomet,most people (176),66143,Zimmer Biomet,1
zimmerbiomet.com,11245,Zimmer Biomet,most people (176),68771,Zimmer Biomet,2
zmicro.com,29933,Z Microsystems,most people (1),56351,"ZMicro, Inc.",1
